 1105                        06 23 37.6   -52 10 52    5.98         star G8III
 1106                        06 45 26.0   -52 12 04    6.57         star G6I
 1107                        05 50 53.1   -52 06 32    5.17         star G8III
 1108 Eta Ind                20 44 02.2   -51 55 15    4.51         star A7III
 1109 Rho Cen                12 11 39.0   -52 22 07    3.96         star B3V
 1110                        05 13 53.2   -52 01 52    6.05         star K3III
 1111                        01 57 00.0   -51 45 58    6.10         star F6V
 1112                        14 47 12.2   -52 12 20    6.07  W      star A1III
 1113                        18 53 12.0   -51 55 51    6.31         star B4III
 1114                        07 20 38.6   -52 05 10    5.39         star B9II
 1115                        09 01 44.5   -52 11 17    5.23  W      star B9
 1116                        08 22 55.1   -52 07 26    5.85         star A0V
 1117                        10 06 07.0   -52 11 16    6.52         star K1III
 1118                        08 52 40.7   -52 07 44    6.39  W      star A0V
 1119                        13 22 16.1   -52 10 58    5.83         star B2I
 1120                        13 55 12.1   -52 09 39    5.71         star B9V
 1121                        10 12 22.9   -52 09 48    6.16         star K2III
 1122 Zet Lup                15 12 17.0   -52 05 56    3.41  W      star G8III
 1123                        17 26 56.2   -51 56 56    6.19         star B8V
 1124                        07 07 13.2   -51 58 04    5.96         star K0III
 1125 Chi Eri                01 55 57.4   -51 36 32    3.70  W      star G8III
 1126                        13 05 30.7   -52 06 54    6.43         star M1III
 1127 Mu  Ara                17 44 08.6   -51 50 02    5.15         star G3IV
 1128 Iot Ind                20 51 30.0   -51 36 29    5.05         star K1II
 1129                        06 31 18.2   -51 49 34    5.60         star F8V
 1130                        04 39 04.2   -51 40 22    6.44         star K2III
 1131 Phi Eri                02 16 30.5   -51 30 44    3.56  W      star B8V
 1132                        04 00 15.6   -51 33 53    6.51         star M1III
 1133 Gam Dor                04 16 01.5   -51 29 12    4.25         star F4III
 1134 Eps Gru                22 48 33.2   -51 19 01    3.49         star A3V
 1135                        10 08 56.2   -51 48 40    4.86         star B3IV
 1136                        08 25 30.9   -51 43 40    5.17  W      star B2V
 1137                        11 00 08.5   -51 49 03    6.15  W      star A3III
 1138                        09 23 59.4   -51 44 13    6.08         star A7I
 1139                        10 13 27.9   -51 45 21    5.78  W      star A3IV
 1140                        21 00 21.4   -51 15 54    5.76         star F5IV
 1141                        15 28 27.1   -51 35 51    6.10  W      star G2II
 1142                        11 59 10.8   -51 41 47    6.05         star K1III
 1143                        07 34 39.4   -51 28 29    6.28         star A1III
 1144                        09 18 42.1   -51 33 37    5.87         star B6I
 1145                        07 00 51.4   -51 24 09    5.14         star M1III
 1146                        02 22 54.5   -51 05 31    5.92         star A5V
 1147                        02 33 54.5   -51 05 36    6.24         star F6V
 1148                        07 58 21.3   -51 26 54    6.44         star A8IV
 1149                        09 30 05.1   -51 31 01    5.45         star B8V
 1150                        14 09 34.9   -51 30 17    6.00  W      star B9IV
 1151 Rho Phe                00 50 41.1   -50 59 13    5.22         star F2III
 1152                        14 57 01.3   -51 26 48    6.64         star M2III
 1153                        23 01 07.4   -50 56 59    5.68         star K3III
 1154                        06 00 49.1   -51 12 58    5.67         star A0
 1155                        06 46 52.7   -51 15 57    5.40         star K1II
 1156                        13 46 39.2   -51 25 57    4.65  W      star G8III
 1157                        12 26 31.5   -51 27 02    4.82  W      star B3V
 1158                        09 56 21.8   -51 20 09    6.37         star B2IV
 1159                        19 03 57.3   -51 01 06    5.93  W      star K0III
 1160                        18 17 00.8   -51 04 06    6.06         star B9V
 1161 Bet Pic                05 47 17.0   -51 03 59    3.85         star A5V
 1162                        12 11 31.3   -51 21 33    6.23         star G6III
 1163                        02 54 06.4   -50 52 16    6.21         star K4III
 1164                        01 46 05.7   -50 48 58    5.49         star M3III
 1165                        02 10 25.5   -50 49 28    6.12         star K1V
 1166                        17 01 46.0   -51 07 50    6.45  W      star A7V
 1167                        09 34 08.7   -51 15 18    5.01         star B1IV
 1168                        13 18 34.5   -51 17 10    6.19         star A0V
 1169 Iot Hor                02 42 33.4   -50 48 01    5.41         star G0V
 1170                        09 07 14.6   -51 12 42    6.73         star K4III
 1171                        09 43 27.4   -51 13 41    6.15  W      star B6V
 1172                        10 13 22.7   -51 13 59    5.28         star A7V
 1173                        23 07 14.6   -50 41 10    5.83  W      star F6IV
 1174                        10 16 40.1   -51 12 17    6.30         star M4III
 1175                        11 06 05.7   -51 12 45    6.30         star G8III
 1176                        12 57 04.3   -51 11 54    5.16         star B8V
 1177                        20 54 34.9   -50 43 40    6.24         star B5IV
 1178                        07 26 21.8   -51 01 05    5.10         star K0III
 1179                        09 53 50.1   -51 08 48    5.93         star B2III
 1180                        13 29 25.1   -51 09 55    5.06         star A1V
 1181                        09 18 05.7   -51 03 04    5.26         star B7III
 1182                        00 28 43.0   -50 31 58    6.26         star K0III
 1183                        08 35 52.0   -50 58 11    5.80         star B8
 1184                        13 44 15.8   -51 00 46    6.47         star A0
 1185                        11 06 27.3   -50 57 23    6.32         star K2III
 1186 Zet Pic                05 19 22.0   -50 36 22    5.45         star F7III
 1187                        00 01 19.9   -50 20 13    5.53         star M2III
 1188                        16 56 08.8   -50 40 29    6.33         star B3V
 1189 Kap Ara                17 25 59.9   -50 38 00    5.23  W      star G8III
 1190                        17 27 12.3   -50 37 48    5.92  W      star B9II
 1191                        23 20 49.9   -50 18 23    6.05  W      star F5
 1192 Lam Pic                04 42 46.3   -50 28 53    5.31         star K0III
 1193                        19 12 46.0   -50 29 11    6.13  W      star G8III
 1194                        16 58 17.9   -50 38 28    5.55         star B9IV
 1195 Tau Pup                06 49 56.1   -50 36 53    2.93         star K1III
 1196                        06 54 02.2   -50 36 42    6.26         star K0III
 1197                        03 32 34.7   -50 22 42    5.68         star K2III
 1198                        14 23 20.2   -50 46 19    6.02  W      star K2III
 1199                        13 42 54.5   -50 47 25    6.41         star M0III
 1200 Sig Phe                23 47 15.9   -50 13 35    5.18         star B3V
 1201                        10 57 07.8   -50 45 53    5.91         star A4V
 1202                        17 42 03.8   -50 30 37    6.24         star M3II
 1203                        12 08 04.7   -50 45 47    6.37  W      star B9V
 1204                        15 52 51.4   -50 36 54    6.60         star K3III
 1205                        01 50 54.4   -50 12 22    5.94         star A1V
 1206                        08 04 42.3   -50 35 26    5.95         star G5II
 1207 Del Cen                12 08 21.4   -50 43 20    2.60  W      star B2IV
 1208                        13 13 23.4   -50 42 00    5.89  W      star B9V
 1209                        23 27 09.0   -50 09 25    6.20         star B9V
 1210                        12 08 05.1   -50 39 40    4.47  W      star B6III
 1211                        07 50 23.8   -50 30 35    5.91         star K2III
 1212                        05 54 10.6   -50 21 43    6.52         star G8IV
 1213                        06 18 46.7   -50 21 32    7.04         star G2I
 1214                        08 15 23.2   -50 26 57    6.44         star K3III
 1215                        01 41 41.0   -50 02 19    6.64         star A3V
 1216                        07 05 16.4   -50 21 37    6.46         star K3III
 1217 Sig Lup                14 32 36.8   -50 27 24    4.42         star B2III
 1218                        06 29 49.0   -50 14 21    5.27  W      star F2V
